Report Date,MacroPlot Name,Sample Event Date,Visited,Num. Transects,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:12,1999/07/22,True,4,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Transect,Samp. Loc.,Litter Depth,Duff Depth,DLFuConSt,Off Set,Comment,Fuelbed Depth
2025/10/21,FPICO1T08:12,1999/07/22,1,1,0.1,0.1,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,5,0.1,0,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,10,0,0,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,15,0.1,0.2,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,20,0.1,0.4,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,25,0.2,0.2,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,30,0.3,0.4,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,35,0.3,2.3,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,40,0.2,1,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,1,45,0.5,0.7,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,1,0.8,1.5,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,5,0.5,1.6,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,10,0.8,0.5,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,15,0.1,0.1,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,20,0.1,0.2,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,25,0.1,0.5,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,30,0,0.5,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,35,0.2,0.8,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,40,0.1,0,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,2,45,0.1,0.6,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,1,0.1,0,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,5,0.3,0.2,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,10,0.3,0.6,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,15,0.2,0.6,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,20,0.3,0.4,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,25,0.2,0.2,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,30,0.3,0.5,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,35,0.3,0.3,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,40,0,0,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,3,45,0.3,0.4,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,1,0,0.8,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,5,0,0.7,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,10,0.2,0.1,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,15,0.3,1.7,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,20,0.3,1.7,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,25,0.4,0,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,30,0.4,1,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,35,0.6,0.6,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,40,0.4,0.4,Default,No,From FMH DFLITDUF 1060,0
2025/10/21,FPICO1T08:12,1999/07/22,4,45,0.3,0.5,Default,No,From FMH DFLITDUF 1060,0
