Report Date,MacroPlot Name,Sample Event Date,Visited,Plot Area,Snag Plot Area,Break Pnt. Dia.,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:15,1999/09/15,True,0.1,0.1,15,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Subplot Frac.,Quarter,Tag Num.,UV1,Species,Status,Crown Class,DBH,Height,UV2,Live Crown Base Ht.,UV3,Comment,Is Verified,Damage 1,Damage 2,Damage 3,Damage 4,Damage 5,Char Ht.,Scorch Ht.,Crown Scorch %
2025/10/21,FPICO1T08:15,1999/09/15,1,1,1,,PICO,L,X,14.6,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,2,,PICO,L,X,13,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,3,,PICO,L,X,4.2,3,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,4,,PICO,L,X,6,3,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,5,,PICO,L,X,9,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,6,,PICO,D,X,9.8,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,7,,PICO,L,X,6.6,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,8,,PICO,L,X,12.5,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,9,,PICO,D,X,14.9,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,10,,PICO,D,X,12.4,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,11,,PICO,L,X,9.3,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,12,,PICO,L,X,11.3,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:15,1999/09/15,1,1,13,,PICO,D,X,13.3,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
